"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RAL","31 Day Wait for first treatment By Cancer","0.982","4.0","220.0","2015","9"
"RN5","31 Day Wait for first treatment By Cancer","0.978","4.0","185.0","2015","10"
"RXN","31 Day Wait for first treatment By Cancer","0.984","4.0","257.0","2015","11"
"RQW","31 Day Wait for first treatment By Cancer","0.949","4.0","79.0","2015","8"
"RPY","31 Day Wait for first treatment By Cancer","0.982","4.0","218.0","2015","11"
"RWH","31 Day Wait for first treatment By Cancer","0.982","4.0","218.0","2015","12"
"RMC","31 Day Wait for first treatment By Cancer","0.960","4.0","99.0","2015","12"
"RN3","31 Day Wait for first treatment By Cancer","0.971","4.0","136.0","2015","6"
"RDE","31 Day Wait for first treatment By Cancer","0.977","4.0","173.0","2015","8"
"RN3","31 Day Wait for first treatment By Cancer","0.973","4.0","146.0","2015","7"
"RWG","31 Day Wait for first treatment By Cancer","0.974","4.0","155.0","2015","9"
"RFF","31 Day Wait for first treatment By Cancer","0.949","3.0","59.0","2015","12"
"RM3","31 Day Wait for first treatment By Cancer","0.973","3.0","110.0","2015","8"
"RMC","31 Day Wait for first treatment By Cancer","0.963","3.0","82.0","2015","11"
"RBV","31 Day Wait for first treatment By Cancer","0.989","3.0","282.0","2015","8"
"RBV","31 Day Wait for first treatment By Cancer","0.990","3.0","300.0","2015","10"
"RBZ","31 Day Wait for first treatment By Cancer","0.952","3.0","62.0","2015","6"
"RBZ","31 Day Wait for first treatment By Cancer","0.966","3.0","89.0","2015","11"
"RXR","31 Day Wait for first treatment By Cancer","0.981","3.0","158.0","2015","8"
"RXQ","31 Day Wait for first treatment By Cancer","0.981","3.0","156.0","2015","12"
"RXK","31 Day Wait for first treatment By Cancer","0.979","3.0","143.0","2015","12"
"RXK","31 Day Wait for first treatment By Cancer","0.977","3.0","132.0","2015","9"
"RXK","31 Day Wait for first treatment By Cancer","0.981","3.0","155.0","2015","7"
"RCX","31 Day Wait for first treatment By Cancer","0.976","3.0","125.0","2015","9"
"RD3","31 Day Wait for first treatment By Cancer","0.980","3.0","150.0","2015","8"
"RXF","31 Day Wait for first treatment By Cancer","0.984","3.0","184.0","2015","9"
"RXF","31 Day Wait for first treatment By Cancer","0.986","3.0","215.0","2015","7"
"RXC","31 Day Wait for first treatment By Cancer","0.983","3.0","177.0","2015","12"
"RDD","31 Day Wait for first treatment By Cancer","0.976","3.0","126.0","2015","11"
"RWF","31 Day Wait for first treatment By Cancer","0.985","3.0","202.0","2015","7"
"RWF","31 Day Wait for first treatment By Cancer","0.987","3.0","226.0","2015","6"
"RAN","31 Day Wait for first treatment By Cancer","0.727","3.0","11.0","2015","9"
"REN","31 Day Wait for first treatment By Cancer","0.985","3.0","203.0","2015","11"
"REN","31 Day Wait for first treatment By Cancer","0.985","3.0","201.0","2015","12"
"RWD","31 Day Wait for first treatment By Cancer","0.990","3.0","293.0","2015","11"
"RWD","31 Day Wait for first treatment By Cancer","0.991","3.0","318.0","2015","10"
"RF4","31 Day Wait for first treatment By Cancer","0.982","3.0","167.0","2015","8"
"RW3","31 Day Wait for first treatment By Cancer","0.969","3.0","96.0","2015","12"
"RW3","31 Day Wait for first treatment By Cancer","0.974","3.0","117.0","2015","6"
"RVY","31 Day Wait for first treatment By Cancer","0.958","3.0","71.0","2015","9"
"RAL","31 Day Wait for first treatment By Cancer","0.984","3.0","182.0","2015","8"
"RYR","31 Day Wait for first treatment By Cancer","0.989","3.0","269.0","2015","10"
"RTX","31 Day Wait for first treatment By Cancer","0.982","3.0","165.0","2015","9"
"RAX","31 Day Wait for first treatment By Cancer","0.963","3.0","80.0","2015","12"
"RTR","31 Day Wait for first treatment By Cancer","0.987","3.0","236.0","2015","8"
"RGQ","31 Day Wait for first treatment By Cancer","0.983","3.0","175.0","2015","6"
"RGQ","31 Day Wait for first treatment By Cancer","0.982","3.0","167.0","2015","9"
"RGQ","31 Day Wait for first treatment By Cancer","0.980","3.0","153.0","2015","11"
"RYR","31 Day Wait for first treatment By Cancer","0.988","3.0","259.0","2015","6"
"RTK","31 Day Wait for first treatment By Cancer","0.965","3.0","86.0","2015","6"
"RAJ","31 Day Wait for first treatment By Cancer","0.981","3.0","161.0","2015","9"
"RTF","31 Day Wait for first treatment By Cancer","0.978","3.0","139.0","2015","12"
"RTF","31 Day Wait for first treatment By Cancer","0.976","3.0","123.0","2015","11"
"RBL","31 Day Wait for first treatment By Cancer","0.980","3.0","147.0","2015","10"
"RR8","31 Day Wait for first treatment By Cancer","0.993","3.0","431.0","2015","8"
"RAE","31 Day Wait for first treatment By Cancer","0.978","3.0","137.0","2015","10"
"RAE","31 Day Wait for first treatment By Cancer","0.979","3.0","144.0","2015","8"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3.0","315.0","2015","12"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3.0","292.0","2015","11"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3.0","290.0","2015","6"
"RJ7","31 Day Wait for first treatment By Cancer","0.982","3.0","164.0","2015","7"
"RJ7","31 Day Wait for first treatment By Cancer","0.978","3.0","137.0","2015","12"
"RQ6","31 Day Wait for first treatment By Cancer","0.979","3.0","140.0","2015","11"
"RQ6","31 Day Wait for first treatment By Cancer","0.975","3.0","120.0","2015","10"
"RQ6","31 Day Wait for first treatment By Cancer","0.974","3.0","115.0","2015","9"
"RQ6","31 Day Wait for first treatment By Cancer","0.976","3.0","125.0","2015","8"
"RA9","31 Day Wait for first treatment By Cancer","0.983","3.0","172.0","2015","9"
"RA9","31 Day Wait for first treatment By Cancer","0.984","3.0","185.0","2015","6"
"RPY","31 Day Wait for first treatment By Cancer","0.986","3.0","207.0","2015","10"
"RJN","31 Day Wait for first treatment By Cancer","0.953","3.0","64.0","2015","6"
"R1K","31 Day Wait for first treatment By Cancer","0.979","3.0","143.0","2015","9"
"RJR","31 Day Wait for first treatment By Cancer","0.967","3.0","91.0","2015","6"
"RPC","31 Day Wait for first treatment By Cancer","0.958","3.0","72.0","2015","12"
"RPC","31 Day Wait for first treatment By Cancer","0.955","3.0","66.0","2015","10"
"RK5","31 Day Wait for first treatment By Cancer","0.974","3.0","115.0","2015","12"
"RPA","31 Day Wait for first treatment By Cancer","0.975","3.0","119.0","2015","6"
"RP6","31 Day Wait for first treatment By Cancer","0.857","3.0","21.0","2015","9"
"RP5","31 Day Wait for first treatment By Cancer","0.982","3.0","170.0","2015","11"
"RP5","31 Day Wait for first treatment By Cancer","0.983","3.0","176.0","2015","6"
"RA7","31 Day Wait for first treatment By Cancer","0.987","3.0","232.0","2015","10"
"RNZ","31 Day Wait for first treatment By Cancer","0.968","3.0","93.0","2015","11"
"RA2","31 Day Wait for first treatment By Cancer","0.986","3.0","220.0","2015","10"
"RBL","31 Day Wait for first treatment By Cancer","0.979","3.0","146.0","2015","9"
"RNS","31 Day Wait for first treatment By Cancer","0.982","3.0","170.0","2015","9"
"RLQ","31 Day Wait for first treatment By Cancer","0.964","3.0","84.0","2015","7"
"RLQ","31 Day Wait for first treatment By Cancer","0.957","3.0","69.0","2015","9"
"RNL","31 Day Wait for first treatment By Cancer","0.975","3.0","120.0","2015","10"
"RN5","31 Day Wait for first treatment By Cancer","0.982","3.0","167.0","2015","8"
"RM1","31 Day Wait for first treatment By Cancer","0.991","3.0","348.0","2015","12"
"RM2","31 Day Wait for first treatment By Cancer","0.985","3.0","194.0","2015","9"
"RM2","31 Day Wait for first treatment By Cancer","0.985","3.0","204.0","2015","10"
"RM2","31 Day Wait for first treatment By Cancer","0.984","3.0","187.0","2015","11"
"RN3","31 Day Wait for first treatment By Cancer","0.976","3.0","127.0","2015","10"
"RD1","31 Day Wait for first treatment By Cancer","0.988","2.0","169.0","2015","7"
"RP5","31 Day Wait for first treatment By Cancer","0.986","2.0","145.0","2015","7"
"REF","31 Day Wait for first treatment By Cancer","0.992","2.0","252.0","2015","7"
"RWJ","31 Day Wait for first treatment By Cancer","0.971","2.0","70.0","2015","8"
"RWJ","31 Day Wait for first treatment By Cancer","0.975","2.0","79.0","2015","9"
"RP5","31 Day Wait for first treatment By Cancer","0.986","2.0","143.0","2015","10"
"RAX","31 Day Wait for first treatment By Cancer","0.975","2.0","79.0","2015","6"
"RWJ","31 Day Wait for first treatment By Cancer","0.975","2.0","80.0","2015","11"
"RWJ","31 Day Wait for first treatment By Cancer","0.974","2.0","78.0","2015","12"
"RD1","31 Day Wait for first treatment By Cancer","0.989","2.0","182.0","2015","11"
"RD3","31 Day Wait for first treatment By Cancer","0.989","2.0","176.0","2015","6"
"RAX","31 Day Wait for first treatment By Cancer","0.978","2.0","89.0","2015","8"
"RN5","31 Day Wait for first treatment By Cancer","0.990","2.0","209.0","2015","11"
"RXF","31 Day Wait for first treatment By Cancer","0.989","2.0","187.0","2015","11"
"RXW","31 Day Wait for first treatment By Cancer","0.993","2.0","291.0","2015","12"
"RD3","31 Day Wait for first treatment By Cancer","0.985","2.0","135.0","2015","12"
"RD7","31 Day Wait for first treatment By Cancer","0.986","2.0","146.0","2015","7"
"RAJ","31 Day Wait for first treatment By Cancer","0.988","2.0","161.0","2015","11"
"RD8","31 Day Wait for first treatment By Cancer","0.972","2.0","71.0","2015","10"
"RAX","31 Day Wait for first treatment By Cancer","0.978","2.0","90.0","2015","9"
"RXC","31 Day Wait for first treatment By Cancer","0.989","2.0","181.0","2015","9"
"RAP","31 Day Wait for first treatment By Cancer","0.957","2.0","47.0","2015","6"
"RBN","31 Day Wait for first treatment By Cancer","0.988","2.0","167.0","2015","9"
"RNA","31 Day Wait for first treatment By Cancer","0.986","2.0","148.0","2015","10"
"RAX","31 Day Wait for first treatment By Cancer","0.968","2.0","63.0","2015","10"
"RTK","31 Day Wait for first treatment By Cancer","0.978","2.0","93.0","2015","8"
"RTK","31 Day Wait for first treatment By Cancer","0.975","2.0","80.0","2015","11"
"RD8","31 Day Wait for first treatment By Cancer","0.965","2.0","57.0","2015","12"
"RDD","31 Day Wait for first treatment By Cancer","0.980","2.0","99.0","2015","9"
"RTP","31 Day Wait for first treatment By Cancer","0.982","2.0","112.0","2015","10"
"RGQ","31 Day Wait for first treatment By Cancer","0.989","2.0","181.0","2015","12"
"RA4","31 Day Wait for first treatment By Cancer","0.976","2.0","84.0","2015","9"
"RDU","31 Day Wait for first treatment By Cancer","0.991","2.0","211.0","2015","12"
"RKB","31 Day Wait for first treatment By Cancer","0.991","2.0","211.0","2015","6"
"RP6","31 Day Wait for first treatment By Cancer","0.895","2.0","19.0","2015","11"
"RYR","31 Day Wait for first treatment By Cancer","0.992","2.0","244.0","2015","11"
"RBA","31 Day Wait for first treatment By Cancer","0.989","2.0","183.0","2015","11"
"RW6","31 Day Wait for first treatment By Cancer","0.985","2.0","131.0","2015","12"
"RK9","31 Day Wait for first treatment By Cancer","0.992","2.0","242.0","2015","8"
"REN","31 Day Wait for first treatment By Cancer","0.990","2.0","210.0","2015","7"
"RM2","31 Day Wait for first treatment By Cancer","0.989","2.0","186.0","2015","8"
"RBZ","31 Day Wait for first treatment By Cancer","0.970","2.0","67.0","2015","7"
"RM2","31 Day Wait for first treatment By Cancer","0.990","2.0","198.0","2015","7"
"RK5","31 Day Wait for first treatment By Cancer","0.982","2.0","113.0","2015","7"
"RPC","31 Day Wait for first treatment By Cancer","0.964","2.0","55.0","2015","11"
"REF","31 Day Wait for first treatment By Cancer","0.991","2.0","212.0","2015","8"
"RJZ","31 Day Wait for first treatment By Cancer","0.989","2.0","190.0","2015","12"
"RFF","31 Day Wait for first treatment By Cancer","0.973","2.0","73.0","2015","9"
"RJZ","31 Day Wait for first treatment By Cancer","0.990","2.0","197.0","2015","11"
"RJZ","31 Day Wait for first treatment By Cancer","0.990","2.0","207.0","2015","9"
"RWG","31 Day Wait for first treatment By Cancer","0.987","2.0","155.0","2015","11"
"RAN","31 Day Wait for first treatment By Cancer","0.857","2.0","14.0","2015","12"
"REF","31 Day Wait for first treatment By Cancer","0.991","2.0","232.0","2015","12"
"RJR","31 Day Wait for first treatment By Cancer","0.979","2.0","94.0","2015","10"
"R1K","31 Day Wait for first treatment By Cancer","0.983","2.0","121.0","2015","11"
"RW3","31 Day Wait for first treatment By Cancer","0.983","2.0","121.0","2015","11"
"RW3","31 Day Wait for first treatment By Cancer","0.982","2.0","110.0","2015","10"
"RDU","31 Day Wait for first treatment By Cancer","0.976","2.0","85.0","2015","8"
"R1K","31 Day Wait for first treatment By Cancer","0.985","2.0","133.0","2015","10"
"RW3","31 Day Wait for first treatment By Cancer","0.987","2.0","150.0","2015","7"
"R1K","31 Day Wait for first treatment By Cancer","0.981","2.0","104.0","2015","8"
"RFR","31 Day Wait for first treatment By Cancer","0.975","2.0","79.0","2015","9"
"RPY","31 Day Wait for first treatment By Cancer","0.992","2.0","248.0","2015","8"
"RFR","31 Day Wait for first treatment By Cancer","0.970","2.0","67.0","2015","11"
"RA9","31 Day Wait for first treatment By Cancer","0.987","2.0","149.0","2015","8"
"RWG","31 Day Wait for first treatment By Cancer","0.986","2.0","141.0","2015","6"
"RXR","31 Day Wait for first treatment By Cancer","0.989","2.0","183.0","2015","7"
"RXR","31 Day Wait for first treatment By Cancer","0.989","2.0","179.0","2015","6"
"RNL","31 Day Wait for first treatment By Cancer","0.983","2.0","116.0","2015","7"
"RA9","31 Day Wait for first treatment By Cancer","0.987","2.0","158.0","2015","11"
"RVY","31 Day Wait for first treatment By Cancer","0.973","2.0","75.0","2015","10"
"RNL","31 Day Wait for first treatment By Cancer","0.985","2.0","130.0","2015","9"
"RLQ","31 Day Wait for first treatment By Cancer","0.965","2.0","57.0","2015","10"
"RA9","31 Day Wait for first treatment By Cancer","0.988","2.0","164.0","2015","12"
"RJF","31 Day Wait for first treatment By Cancer","0.973","2.0","75.0","2015","8"
"RXQ","31 Day Wait for first treatment By Cancer","0.988","2.0","161.0","2015","11"
"RN3","31 Day Wait for first treatment By Cancer","0.986","2.0","141.0","2015","9"
"RFS","31 Day Wait for first treatment By Cancer","0.983","2.0","118.0","2015","11"
"RLN","31 Day Wait for first treatment By Cancer","0.987","2.0","150.0","2015","12"
"RXQ","31 Day Wait for first treatment By Cancer","0.985","2.0","134.0","2015","8"
"RLN","31 Day Wait for first treatment By Cancer","0.989","2.0","183.0","2015","6"
"RJC","31 Day Wait for first treatment By Cancer","0.978","2.0","92.0","2015","9"
"RJC","31 Day Wait for first treatment By Cancer","0.977","2.0","87.0","2015","8"
"RJC","31 Day Wait for first treatment By Cancer","0.973","2.0","75.0","2015","6"
"RM3","31 Day Wait for first treatment By Cancer","0.981","2.0","107.0","2015","7"
"RCB","31 Day Wait for first treatment By Cancer","0.992","2.0","255.0","2015","8"
"RJ7","31 Day Wait for first treatment By Cancer","0.984","2.0","126.0","2015","6"
"RQW","31 Day Wait for first treatment By Cancer","0.981","2.0","105.0","2015","6"
"RJ6","31 Day Wait for first treatment By Cancer","0.962","2.0","52.0","2015","8"
"RJ6","31 Day Wait for first treatment By Cancer","0.970","2.0","67.0","2015","7"
"RJ2","31 Day Wait for first treatment By Cancer","0.975","2.0","81.0","2015","10"
"RMC","31 Day Wait for first treatment By Cancer","0.981","2.0","106.0","2015","9"
"RCB","31 Day Wait for first treatment By Cancer","0.991","2.0","222.0","2015","11"
"RAE","31 Day Wait for first treatment By Cancer","0.988","2.0","164.0","2015","7"
"RN5","31 Day Wait for first treatment By Cancer","0.988","2.0","171.0","2015","7"
"RAE","31 Day Wait for first treatment By Cancer","0.987","2.0","150.0","2015","9"
"RR7","31 Day Wait for first treatment By Cancer","0.984","2.0","124.0","2015","11"
"RN5","31 Day Wait for first treatment By Cancer","0.990","2.0","194.0","2015","9"
"RBL","31 Day Wait for first treatment By Cancer","0.985","2.0","134.0","2015","6"
"RBL","31 Day Wait for first treatment By Cancer","0.984","2.0","124.0","2015","11"
"RRF","31 Day Wait for first treatment By Cancer","0.974","2.0","78.0","2015","6"
"RXL","31 Day Wait for first treatment By Cancer","0.989","2.0","184.0","2015","7"
"RN3","31 Day Wait for first treatment By Cancer","0.983","2.0","121.0","2015","11"
"NV3","31 Day Wait for first treatment By Cancer","0.950","2.0","40.0","2015","10"
"RA2","31 Day Wait for first treatment By Cancer","0.990","2.0","208.0","2015","9"
"RKE","31 Day Wait for first treatment By Cancer","0.935","2.0","31.0","2015","11"
"RCD","31 Day Wait for first treatment By Cancer","0.978","2.0","89.0","2015","11"
