"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RQ6","31 Day Wait for first treatment By Cancer","0.979","3","140","2015","11"
"RGQ","31 Day Wait for first treatment By Cancer","0.980","3","153","2015","11"
"RTX","31 Day Wait for first treatment By Cancer","0.982","3","165","2015","9"
"RLQ","31 Day Wait for first treatment By Cancer","0.957","3","69","2015","9"
"RYR","31 Day Wait for first treatment By Cancer","0.988","3","259","2015","6"
"RP5","31 Day Wait for first treatment By Cancer","0.983","3","176","2015","6"
"RJN","31 Day Wait for first treatment By Cancer","0.953","3","64","2015","6"
"RWD","31 Day Wait for first treatment By Cancer","0.991","3","318","2015","10"
"RWD","31 Day Wait for first treatment By Cancer","0.990","3","293","2015","11"
"REN","31 Day Wait for first treatment By Cancer","0.985","3","203","2015","11"
"REN","31 Day Wait for first treatment By Cancer","0.985","3","201","2015","12"
"RAL","31 Day Wait for first treatment By Cancer","0.984","3","182","2015","8"
"RNZ","31 Day Wait for first treatment By Cancer","0.968","3","93","2015","11"
"RGQ","31 Day Wait for first treatment By Cancer","0.982","3","167","2015","9"
"RLQ","31 Day Wait for first treatment By Cancer","0.964","3","84","2015","7"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3","290","2015","6"
"RBV","31 Day Wait for first treatment By Cancer","0.989","3","282","2015","8"
"RCX","31 Day Wait for first treatment By Cancer","0.976","3","125","2015","9"
"RR8","31 Day Wait for first treatment By Cancer","0.993","3","431","2015","8"
"RYR","31 Day Wait for first treatment By Cancer","0.989","3","269","2015","10"
"RBV","31 Day Wait for first treatment By Cancer","0.990","3","300","2015","10"
"RM1","31 Day Wait for first treatment By Cancer","0.991","3","348","2015","12"
"RMC","31 Day Wait for first treatment By Cancer","0.963","3","82","2015","11"
"RTR","31 Day Wait for first treatment By Cancer","0.987","3","236","2015","8"
"RXQ","31 Day Wait for first treatment By Cancer","0.981","3","156","2015","12"
"RAN","31 Day Wait for first treatment By Cancer","0.727","3","11","2015","9"
"RTF","31 Day Wait for first treatment By Cancer","0.978","3","139","2015","12"
"RPC","31 Day Wait for first treatment By Cancer","0.955","3","66","2015","10"
"RDD","31 Day Wait for first treatment By Cancer","0.976","3","126","2015","11"
"RAE","31 Day Wait for first treatment By Cancer","0.978","3","137","2015","10"
"RAE","31 Day Wait for first treatment By Cancer","0.979","3","144","2015","8"
"RD3","31 Day Wait for first treatment By Cancer","0.980","3","150","2015","8"
"RQ6","31 Day Wait for first treatment By Cancer","0.976","3","125","2015","8"
"RNS","31 Day Wait for first treatment By Cancer","0.982","3","170","2015","9"
"RFF","31 Day Wait for first treatment By Cancer","0.949","3","59","2015","12"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3","315","2015","12"
"RR1","31 Day Wait for first treatment By Cancer","0.990","3","292","2015","11"
"RXK","31 Day Wait for first treatment By Cancer","0.979","3","143","2015","12"
"RXK","31 Day Wait for first treatment By Cancer","0.977","3","132","2015","9"
"RXK","31 Day Wait for first treatment By Cancer","0.981","3","155","2015","7"
"RF4","31 Day Wait for first treatment By Cancer","0.982","3","167","2015","8"
"RBZ","31 Day Wait for first treatment By Cancer","0.952","3","62","2015","6"
"RNL","31 Day Wait for first treatment By Cancer","0.975","3","120","2015","10"
"R1K","31 Day Wait for first treatment By Cancer","0.979","3","143","2015","9"
"RA9","31 Day Wait for first treatment By Cancer","0.983","3","172","2015","9"
"RA9","31 Day Wait for first treatment By Cancer","0.984","3","185","2015","6"
"RA2","31 Day Wait for first treatment By Cancer","0.986","3","220","2015","10"
"RP5","31 Day Wait for first treatment By Cancer","0.982","3","170","2015","11"
"RJ7","31 Day Wait for first treatment By Cancer","0.978","3","137","2015","12"
"RTK","31 Day Wait for first treatment By Cancer","0.965","3","86","2015","6"
"RQ6","31 Day Wait for first treatment By Cancer","0.974","3","115","2015","9"
"RJ7","31 Day Wait for first treatment By Cancer","0.982","3","164","2015","7"
"RVY","31 Day Wait for first treatment By Cancer","0.958","3","71","2015","9"
"RBZ","31 Day Wait for first treatment By Cancer","0.966","3","89","2015","11"
"RN3","31 Day Wait for first treatment By Cancer","0.976","3","127","2015","10"
"RBL","31 Day Wait for first treatment By Cancer","0.980","3","147","2015","10"
"RM3","31 Day Wait for first treatment By Cancer","0.981","2","107","2015","7"
"RA4","31 Day Wait for first treatment By Cancer","0.976","2","84","2015","9"
"RNL","31 Day Wait for first treatment By Cancer","0.983","2","116","2015","7"
"RJ7","31 Day Wait for first treatment By Cancer","0.984","2","126","2015","6"
"RXL","31 Day Wait for first treatment By Cancer","0.989","2","184","2015","7"
"RWJ","31 Day Wait for first treatment By Cancer","0.974","2","78","2015","12"
"RDD","31 Day Wait for first treatment By Cancer","0.980","2","99","2015","9"
"RNL","31 Day Wait for first treatment By Cancer","0.985","2","130","2015","9"
"RW3","31 Day Wait for first treatment By Cancer","0.987","2","150","2015","7"
"RWJ","31 Day Wait for first treatment By Cancer","0.975","2","80","2015","11"
"NV3","31 Day Wait for first treatment By Cancer","0.950","2","40","2015","10"
"RJC","31 Day Wait for first treatment By Cancer","0.978","2","92","2015","9"
"RAE","31 Day Wait for first treatment By Cancer","0.987","2","150","2015","9"
"RAP","31 Day Wait for first treatment By Cancer","0.957","2","47","2015","6"
"RAE","31 Day Wait for first treatment By Cancer","0.988","2","164","2015","7"
"RLN","31 Day Wait for first treatment By Cancer","0.989","2","183","2015","6"
"RPC","31 Day Wait for first treatment By Cancer","0.964","2","55","2015","11"
"RWG","31 Day Wait for first treatment By Cancer","0.986","2","141","2015","6"
"REF","31 Day Wait for first treatment By Cancer","0.991","2","212","2015","8"
"REF","31 Day Wait for first treatment By Cancer","0.992","2","252","2015","7"
"RNA","31 Day Wait for first treatment By Cancer","0.986","2","148","2015","10"
"RP6","31 Day Wait for first treatment By Cancer","0.895","2","19","2015","11"
"RFS","31 Day Wait for first treatment By Cancer","0.983","2","118","2015","11"
"RCB","31 Day Wait for first treatment By Cancer","0.991","2","222","2015","11"
"RJZ","31 Day Wait for first treatment By Cancer","0.989","2","190","2015","12"
"RN3","31 Day Wait for first treatment By Cancer","0.986","2","141","2015","9"
"RK5","31 Day Wait for first treatment By Cancer","0.982","2","113","2015","7"
"RVY","31 Day Wait for first treatment By Cancer","0.973","2","75","2015","10"
"RJF","31 Day Wait for first treatment By Cancer","0.973","2","75","2015","8"
"RXQ","31 Day Wait for first treatment By Cancer","0.988","2","161","2015","11"
"RKE","31 Day Wait for first treatment By Cancer","0.935","2","31","2015","11"
"RXC","31 Day Wait for first treatment By Cancer","0.989","2","181","2015","9"
"RD3","31 Day Wait for first treatment By Cancer","0.985","2","135","2015","12"
"RBL","31 Day Wait for first treatment By Cancer","0.984","2","124","2015","11"
"RK9","31 Day Wait for first treatment By Cancer","0.992","2","242","2015","8"
"RD1","31 Day Wait for first treatment By Cancer","0.988","2","169","2015","7"
"RCB","31 Day Wait for first treatment By Cancer","0.992","2","255","2015","8"
"RM2","31 Day Wait for first treatment By Cancer","0.989","2","186","2015","8"
"RBL","31 Day Wait for first treatment By Cancer","0.985","2","134","2015","6"
"RM2","31 Day Wait for first treatment By Cancer","0.990","2","198","2015","7"
"RAJ","31 Day Wait for first treatment By Cancer","0.988","2","161","2015","11"
"RXK","31 Day Wait for first treatment By Cancer","0.986","2","146","2015","6"
"RWJ","31 Day Wait for first treatment By Cancer","0.975","2","79","2015","9"
"RWJ","31 Day Wait for first treatment By Cancer","0.971","2","70","2015","8"
"RFF","31 Day Wait for first treatment By Cancer","0.973","2","73","2015","9"
"RXQ","31 Day Wait for first treatment By Cancer","0.985","2","134","2015","8"
"RD3","31 Day Wait for first treatment By Cancer","0.989","2","176","2015","6"
"RDU","31 Day Wait for first treatment By Cancer","0.991","2","211","2015","12"
"RN5","31 Day Wait for first treatment By Cancer","0.990","2","209","2015","11"
"REN","31 Day Wait for first treatment By Cancer","0.990","2","210","2015","7"
"RD1","31 Day Wait for first treatment By Cancer","0.989","2","182","2015","11"
"RBZ","31 Day Wait for first treatment By Cancer","0.970","2","67","2015","7"
"RBN","31 Day Wait for first treatment By Cancer","0.988","2","167","2015","9"
"RJ6","31 Day Wait for first treatment By Cancer","0.970","2","67","2015","7"
"RJ6","31 Day Wait for first treatment By Cancer","0.962","2","52","2015","8"
"RN5","31 Day Wait for first treatment By Cancer","0.988","2","171","2015","7"
"RQW","31 Day Wait for first treatment By Cancer","0.981","2","105","2015","6"
"RJC","31 Day Wait for first treatment By Cancer","0.977","2","87","2015","8"
"RCD","31 Day Wait for first treatment By Cancer","0.978","2","89","2015","11"
"R1K","31 Day Wait for first treatment By Cancer","0.981","2","104","2015","8"
"RKB","31 Day Wait for first treatment By Cancer","0.988","2","166","2015","8"
"RA9","31 Day Wait for first treatment By Cancer","0.988","2","164","2015","12"
"RA9","31 Day Wait for first treatment By Cancer","0.987","2","158","2015","11"
"RD8","31 Day Wait for first treatment By Cancer","0.965","2","57","2015","12"
"RN3","31 Day Wait for first treatment By Cancer","0.983","2","121","2015","11"
"RA9","31 Day Wait for first treatment By Cancer","0.987","2","149","2015","8"
"RXF","31 Day Wait for first treatment By Cancer","0.989","2","187","2015","11"
"RDU","31 Day Wait for first treatment By Cancer","0.976","2","85","2015","8"
"RTK","31 Day Wait for first treatment By Cancer","0.978","2","93","2015","8"
"RAX","31 Day Wait for first treatment By Cancer","0.968","2","63","2015","10"
"R1K","31 Day Wait for first treatment By Cancer","0.985","2","133","2015","10"
"RKB","31 Day Wait for first treatment By Cancer","0.991","2","211","2015","6"
"RA2","31 Day Wait for first treatment By Cancer","0.990","2","208","2015","9"
"RP5","31 Day Wait for first treatment By Cancer","0.986","2","143","2015","10"
"RXR","31 Day Wait for first treatment By Cancer","0.989","2","179","2015","6"
"RW6","31 Day Wait for first treatment By Cancer","0.985","2","131","2015","12"
"RAX","31 Day Wait for first treatment By Cancer","0.978","2","90","2015","9"
"RXR","31 Day Wait for first treatment By Cancer","0.989","2","183","2015","7"
"RD8","31 Day Wait for first treatment By Cancer","0.972","2","71","2015","10"
"RYR","31 Day Wait for first treatment By Cancer","0.992","2","244","2015","11"
"RJ2","31 Day Wait for first treatment By Cancer","0.975","2","81","2015","10"
"REF","31 Day Wait for first treatment By Cancer","0.991","2","232","2015","12"
"R1K","31 Day Wait for first treatment By Cancer","0.983","2","121","2015","11"
"RJR","31 Day Wait for first treatment By Cancer","0.979","2","94","2015","10"
"RFR","31 Day Wait for first treatment By Cancer","0.975","2","79","2015","9"
"RPY","31 Day Wait for first treatment By Cancer","0.992","2","248","2015","8"
"RT3","31 Day Wait for first treatment By Cancer","0.947","2","38","2015","11"
"RRF","31 Day Wait for first treatment By Cancer","0.974","2","78","2015","6"
"RAN","31 Day Wait for first treatment By Cancer","0.857","2","14","2015","12"
"RNZ","31 Day Wait for first treatment By Cancer","0.980","2","98","2015","9"
"RLN","31 Day Wait for first treatment By Cancer","0.987","2","150","2015","12"
"RD7","31 Day Wait for first treatment By Cancer","0.986","2","146","2015","7"
"RXW","31 Day Wait for first treatment By Cancer","0.993","2","291","2015","12"
"RN5","31 Day Wait for first treatment By Cancer","0.990","2","194","2015","9"
"RTK","31 Day Wait for first treatment By Cancer","0.975","2","80","2015","11"
"RP5","31 Day Wait for first treatment By Cancer","0.986","2","145","2015","7"
"RT3","31 Day Wait for first treatment By Cancer","0.956","2","45","2015","10"
"RWG","31 Day Wait for first treatment By Cancer","0.987","2","155","2015","11"
"RTP","31 Day Wait for first treatment By Cancer","0.982","2","112","2015","10"
"RLQ","31 Day Wait for first treatment By Cancer","0.965","2","57","2015","10"
"RCX","31 Day Wait for first treatment By Cancer","0.977","2","86","2015","12"
"RJC","31 Day Wait for first treatment By Cancer","0.973","2","75","2015","6"
"RGQ","31 Day Wait for first treatment By Cancer","0.989","2","181","2015","12"
"RBA","31 Day Wait for first treatment By Cancer","0.989","2","183","2015","11"
"RJZ","31 Day Wait for first treatment By Cancer","0.990","2","207","2015","9"
"RW3","31 Day Wait for first treatment By Cancer","0.983","2","121","2015","11"
"RR7","31 Day Wait for first treatment By Cancer","0.984","2","124","2015","11"
"RMC","31 Day Wait for first treatment By Cancer","0.981","2","106","2015","9"
"RFR","31 Day Wait for first treatment By Cancer","0.970","2","67","2015","11"
"RW3","31 Day Wait for first treatment By Cancer","0.982","2","110","2015","10"
"RAX","31 Day Wait for first treatment By Cancer","0.978","2","89","2015","8"
"RJZ","31 Day Wait for first treatment By Cancer","0.990","2","197","2015","11"
"RAX","31 Day Wait for first treatment By Cancer","0.975","2","79","2015","6"
"RPY","31 Day Wait for first treatment By Cancer","0.996","1","233","2015","7"
"RPC","31 Day Wait for first treatment By Cancer","0.987","1","76","2015","6"
"RLT","31 Day Wait for first treatment By Cancer","0.981","1","52","2015","12"
"RCU","31 Day Wait for first treatment By Cancer","0.800","1","5","2015","6"
"RLT","31 Day Wait for first treatment By Cancer","0.984","1","62","2015","9"
"RNA","31 Day Wait for first treatment By Cancer","0.993","1","142","2015","9"
"NV3","31 Day Wait for first treatment By Cancer","0.980","1","51","2015","7"
"NV3","31 Day Wait for first treatment By Cancer","0.976","1","41","2015","8"
"NV3","31 Day Wait for first treatment By Cancer","0.980","1","49","2015","12"
"RD3","31 Day Wait for first treatment By Cancer","0.993","1","139","2015","10"
"RD3","31 Day Wait for first treatment By Cancer","0.993","1","148","2015","11"
"RBD","31 Day Wait for first treatment By Cancer","0.990","1","104","2015","10"
"RPC","31 Day Wait for first treatment By Cancer","0.981","1","52","2015","8"
"RAL","31 Day Wait for first treatment By Cancer","0.996","1","228","2015","11"
"RAL","31 Day Wait for first treatment By Cancer","0.996","1","255","2015","10"
"RAN","31 Day Wait for first treatment By Cancer","0.957","1","23","2015","11"
"RAL","31 Day Wait for first treatment By Cancer","0.996","1","250","2015","7"
"RCB","31 Day Wait for first treatment By Cancer","0.996","1","255","2015","12"
"RCB","31 Day Wait for first treatment By Cancer","0.996","1","248","2015","10"
"RXQ","31 Day Wait for first treatment By Cancer","0.993","1","148","2015","10"
"RXQ","31 Day Wait for first treatment By Cancer","0.994","1","174","2015","9"
"RMC","31 Day Wait for first treatment By Cancer","0.989","1","95","2015","10"
